run_id,architecture,model,num_questions,exact_match,f1,latency_ms,tokens_per_q,cost_usd,f1_ci_lower,f1_ci_upper
8d4736d42905,react_rag,gpt-4o-mini,2417,0.19735208936698387,0.27780418815576513,9373.865482251245,13590.43649151841,5.24114265,0.26226576667644774,0.2946194351070575
99900bcd153f,recursive_lm,gpt-4o-mini,2417,0.16466694249069094,0.28552655663907256,13235.095302068314,5295.156392221763,2.13753195,0.2695424049479795,0.3001993667348385
9b4f758783b7,recursive_lm,gpt-4o-mini,7405,0.40081026333558406,0.5264841955864725,9576.490735030817,4058.4328156650913,5.0052807,0.5161782992862779,0.536046563826933
9fac759dd238,react_rag,gpt-4o-mini,7405,0.0010803511141120863,0.0677385396189967,194.79141461085666,977.175422012154,1.45565445,0.06414083098145786,0.07144453849831967
a381842dbea6,recursive_lm,gpt-4o-mini,7405,0.4611748818365969,0.6011485241526446,4950.707387103533,2764.102228224173,3.33745815,0.5910255543131121,0.6117147052027886
aaf679ce9430,vanilla_rag,gpt-4o-mini,100,0.49,0.6101212121212122,1293.2647969969548,666.94,0.0102777,0.5227012987012987,0.6972337662337662
b054e24bdec5,vanilla_rag,gpt-4o-mini,7405,0.4414584740040513,0.5857020014144068,2127.182201269774,671.2180958811614,0.76413375,0.5759437374795645,0.594560779914085
b4284f7fb029,planner_rag,gpt-4o-mini,7405,0.3367994598244429,0.4492386619572344,4629.482134665484,3140.364213369345,4.0343268,0.4396045631121888,0.4601890478338917
b666a9d4f08f,self_rag,gpt-4o-mini,2417,0.06826644600744725,0.1634255252417189,6629.562865661384,2412.3454695904015,0.97927935,0.1515097375975425,0.17680476057594244
b6cd2de95a51,self_rag,gpt-4o-mini,2417,0.10798510550268929,0.22264280147595958,977.147999503723,2363.263136119156,0.9540069,0.20842370692617276,0.23717943053499377
ba5b99b9515b,vanilla_rag,gpt-4o-mini,100,0.55,0.690100592390066,503.85643299436197,665.47,0.01023405,0.6115696058327635,0.7706175666438824
bfc8f29304c5,vanilla_rag,gpt-4o-mini,7405,0.44956110735989196,0.5950693159799755,1411.3363871824406,695.7293720459149,0.7913088,0.5849711822675111,0.6046157407532908
c4da1615351b,reap_rag,gpt-4o-mini,7405,0.2812964213369345,0.41737471289498695,4612.630351519225,3288.8989871708304,6.493626,0.4080063569426643,0.42662924450688755
d9578a21a73b,ircot_rag,gpt-4o-mini,2417,0.16756309474555234,0.280781001778434,5824.455755689063,4324.331402565163,1.6765455,0.266657710946339,0.2966645072527693
db4e27283f1c,vanilla_rag,gpt-4o-mini,2417,0.11998345055854365,0.2350494970444635,1484.1151592062276,705.1125362019031,0.2663697,0.22129537716755948,0.24937848253770378
dc3a1e2ecbfb,planner_rag,gpt-4o-mini,2417,0.14563508481588747,0.24256460398533977,12641.946458915047,4970.477037649979,2.02965195,0.2279813423188698,0.2578515388671892
dedaa9b2bfb5,planner_rag,gpt-4o-mini,7405,0.3351789331532748,0.44524025798920264,6857.372103065746,3093.3042538825116,3.98231055,0.43413854766610716,0.4556339307405095
e1c01e603e1b,vanilla_rag,gpt-4o-mini,2417,0.12577575506826644,0.24292779019106964,1088.6685742646375,718.2838229209764,0.2712426,0.22974613708556574,0.256921945283252
e8d5733032b2,self_rag,gpt-4o-mini,7405,0.36975016880486156,0.5042454070571818,9666.25410841332,1741.395408507765,2.1496416,0.49498200210902765,0.5148386505901497
eecfa8d0669c,vanilla_rag,gpt-4o-mini,2417,0.06909391808026479,0.16253658477555136,1251.3910436083881,682.2858916011585,0.2599884,0.15098373524336078,0.17556092134927556
f01337dd1fe8,recursive_lm,gpt-4o-mini,2417,0.16673562267273478,0.28893498322496336,8772.275652213544,5207.271824575921,2.0963571,0.27253635380190194,0.3048557319685058
f34150a94ab1,react_rag,gpt-4o-mini,2417,0.19321472900289616,0.28115906334310725,8875.623619238952,13356.702523789821,5.15471535,0.2648261795679438,0.2962685336407884
f667025aa8ab,reap_rag,gpt-4o-mini,7405,0.2734638757596219,0.41088579168606615,3777.2821169883687,3304.090479405807,6.537351,0.40092027968636135,0.4207116171952477
f6eca36f8389,vanilla_rag,gpt-4o-mini,100,0.46,0.5721190619150371,1035.9069750015624,679.84,0.0105009,0.4905123633504438,0.6686031746031744
f7260bac9e64,self_rag,gpt-4o-mini,5,0.4,0.5700000000000001,4651.595400000224,2026.4,0.0016989,0.2,0.95
fb0e11a5f724,vanilla_rag,gpt-4o-mini,12576,0.25962150127226463,0.3092004814301487,2303.7820058682355,586.3253021628499,1.16352975,0.3016080799665432,0.31707689772223513
