run_id,architecture,model,num_questions,exact_match,f1,latency_ms,tokens_per_q,cost_usd,f1_ci_lower,f1_ci_upper
09581743885c,recursive_lm,gpt-4o-mini,7405,0.46320054017555706,0.6024782455430625,7078.275681943944,2632.466846725186,3.18819855,0.592425915284556,0.6119886344544276
0adb4215c65b,self_rag,gpt-4o-mini,5,0.0,0.15841491841491842,9768.639220012119,2165.0,0.0019288499999999997,0.06666666666666668,0.2666666666666667
0e7932b02fd5,react_rag,gpt-4o-mini,7405,0.387846049966239,0.5081343788843742,3922.975364172797,9354.921809588117,11.160978,0.49758222113938605,0.5188640351942416
0eb193182083,reap_rag,gpt-4o-mini,7405,0.24577987846049967,0.3659342451617467,14713.28367035799,3869.5675894665765,7.4081217,0.35627134187229303,0.3756832804931133
1504cc1266d3,react_rag,gpt-4o-mini,7405,0.0010803511141120863,0.0677385396189967,3518.936619202114,977.175422012154,1.45565445,0.06432209461658706,0.07150916229025683
19114c8be979,planner_rag,gpt-4o-mini,7405,0.27711006076975014,0.377001913850804,14617.773944362085,3182.404726536124,4.08989685,0.3675506067772075,0.38710038473342584
1c0a526fc03e,self_rag,gpt-4o-mini,2417,0.11625982623086471,0.23176007818846778,4290.070842987323,2480.8134050475796,0.9966549,0.21883302655553125,0.24653958286696073
1c4afb9455fd,ircot_rag,gpt-4o-mini,7405,0.38541525995948683,0.5470780731431601,6462.724768304927,3316.3705604321403,3.9672153,0.537453185670558,0.5570470041634158
202cc61ab6bb,ircot_rag,gpt-4o-mini,2417,0.20810922631361192,0.3463532608774228,8388.863049275778,4475.7902358295405,1.73198655,0.3304376782788034,0.36157873023026366
25cc3f6b90df,react_rag,gpt-4o-mini,7405,0.4602295746117488,0.5993547866616007,7611.095462957333,7648.989196488859,9.18463995,0.5895237998222459,0.6093435370138659
26863c8883c1,reap_rag,gpt-4o-mini,2417,0.04468349193214729,0.11577170936836914,12097.574939842567,3501.2606537029374,2.23303005,0.1054634929386482,0.12621454811758998
30327e77752e,react_rag,gpt-4o-mini,5,0.8,0.8705882352941176,0.7529599999543279,5855.0,0.004807499999999999,0.611764705882353,1.0
32f5bafa00b7,recursive_lm,gpt-4o-mini,2417,0.09846917666528755,0.19757838467584135,13753.20304584273,7534.405875051717,3.0882072,0.18517358826910796,0.21213290297668436
37b58fa1b536,reap_rag,gpt-4o-mini,2417,0.06950765411667356,0.15645790273864324,5229.731967148283,3418.906495655772,2.16784125,0.1444893117627717,0.16928068638533417
3b4b25dee3fd,react_rag,gpt-4o-mini,5,0.8,0.8705882352941176,6594.7987000021385,5855.0,0.004807499999999999,0.611764705882353,1.0
3e4b5fc82f99,ircot_rag,gpt-4o-mini,7405,0.4199864956110736,0.591752391451101,3277.6270034975996,3145.2760297096556,3.77417145,0.5828926161926961,0.602139030763615
41b4dcaa140e,vanilla_rag,gpt-4o-mini,100,0.55,0.690100592390066,1453.4633169928566,665.47,0.01023405,0.6107221462747778,0.7737142857142857
47103104139a,react_rag,gpt-4o-mini,7405,0.45685347738014853,0.5927521147557586,5949.688692113399,8075.440108035112,9.66301785,0.5833370369585446,0.6030050228080253
4d923d09821d,ircot_rag,gpt-4o-mini,7405,0.42930452397029034,0.5985972390306455,9874.163042808812,3178.174476704929,3.8084845499999997,0.5889681862536451,0.6083280927117553
51077083f3ca,ircot_rag,gpt-4o-mini,2417,0.21721141911460487,0.35878025323724516,6614.818228051548,4416.6375672321055,1.7090598,0.3403392281735612,0.37581796865481776
66516cec05b6,planner_rag,gpt-4o-mini,2417,0.1580471659081506,0.25870575761759623,6227.464490072437,5099.215970211006,2.07624705,0.24334668799824835,0.2739859988322003
6cc7eba11f34,planner_rag,gpt-4o-mini,2417,0.07529995862639637,0.15113263937514693,11760.47996317717,5064.203558129913,2.0675884499999997,0.1389129512356074,0.16508649536906547
7272b4eb8c81,self_rag,gpt-4o-mini,7405,0.4064821066846725,0.5495139998458773,1892.884684821088,1690.7740715732614,2.080683,0.5388305975884764,0.5593011274120221
72dc70f2c3e5,self_rag,gpt-4o-mini,7405,0.4063470627954085,0.5487858316395946,4497.179197164055,1736.0410533423362,2.1303449999999997,0.5392069094355998,0.5585217303225696
74d7b162f218,vanilla_rag,gpt-4o-mini,7405,0.3824442943956786,0.5151295350640763,2321.054692951532,673.5169480081026,0.7693863,0.5051583191483625,0.5256221868234797
842f7d8bb682,reap_rag,gpt-4o-mini,2417,0.0703351261894911,0.1566305507665767,4750.894678982562,3341.9780719900705,2.1419159999999997,0.14464243188216214,0.16927539080147763
85e4a6b94230,react_rag,gpt-4o-mini,2417,0.11915597848572611,0.1804437438601664,11703.462975631233,14899.860157219693,5.74477275,0.16643740095689982,0.19600831668571805
